itemid,name,price,order-in-page,page-number
2042148731,Royal Canin Feline Indoor 27,25.00,46,2
8827517365,⭐ SHEBA CAN FOOD ⭐ cat wet food Sheba Kitten Treat Pet Canned Quality 85g Grainfree Adults Cats,29.70,47,2
7300307653,Emily Pets Tofu Cat Litter - 6L ***Bundle set of 6 Bags***,39.50,48,2
13330741977,[Carton Deal] Kit Cat Soya Cat Litter(7L x 6),57.40,49,2
20250006348,Royal Canin Indoor 27 Feline Health Nutrition Adult Dry Cat Food (2kg/ 4kg/ 10kg),33.00,50,2
10670354545,Absorbent Pee Pad Dog Pee Pad Training Pads Disposable Cat Pet Diapers Cage Mat Supply Accessories,5.50,51,2
16204542764,Pet bowl ceramic elevated cat bowl dog bowl cat plate,3.90,52,2
4536959283,DONO Pet Diaper Dog/Cat Pets Diapers Female/Male Available Strong Absorption Antibacterial,4.77,53,2
19025413043,【 FORCANS 】 덴탈스틱모음 Pet Dental Stick 220g Treats Dog Cheeze Dental care Oral care Plaque & Tartar remove Chewing for Dogs Snacks From Korea,7.64,54,2
18939921482,Pet Wipes Dogs Cats Eye Ear Grooming Anti-Bacteria Pet Cleaning Tear Stain Remover Wet Wipes,3.49,55,2
9931374756,Cat Scratch Board Scratcher Flat Board Corrugated Paper,3.80,56,2
18625450836,(MIXABLE) Kit Cat Deboned Canned Can Food Topper Wet Food Kitcat,1.00,57,2
19670882204,【 NATURAL CORE 】 치즈춥스 16g Dog Treats Cheese Chups Pet Lollipop Dogs Apple Candy 3 Flavors,2.27,58,2
5919260582,(MIX & MATCH) Stella & Chewy's Freeze-dried Raw Dinner Patties 14oz,46.00,59,2
5919260582,(MIX & MATCH) Stella & Chewy's Freeze-dried Raw Dinner Patties 14oz,46.00,0,3
8996910686,cat strips 50pcs/box cat snack nutrition and fattening Multi-flavored cat food cat treats,9.99,1,3
12203179406,Taste of The Wild Dog Kibbles/Dry Food,33.90,2,3
11094553722,"[Bundle of 2] Aatas Cat Kuick Klump Bentonite Cat Litter, 10L Each 12 Different Scent",13.80,3,3
13137854759,Food For The Good Freeze Dried or Air Dried Treats or Cookie Treats for Dogs & Cats,9.00,4,3
21650199365,Ciao Churu Cat Treat 50 Sticks Festive Packs Chicken Tuna Seafood,23.40,5,3
15752592605,[SG Stock] Cat house with scratch board Cat Tax Christmas house,3.90,6,3
19364770308,🇸🇬 [3 for $5] Anti-Bacteria Dog Wipes / Pet Wet Wipes for Dog & Cat / Wet Tissues for Dog,1.85,7,3
9289755894,007 Cat Dog ID Tag Personalized Birth Flower for Engraved Pets Collar Stainless Steel and Copper Nameplate,1.89,8,3
20172868246,[MIXABLE] Kit Cat Petite Pouch Complete Balanced Cat Food,1.10,9,3
5727907109,Stella Chewy's DOG raw coated kibbles & Raw Blend & Whole Grain,43.50,10,3
10910321550,"YEE Fish Tank Filter 3-in-1, Wall-Mounted Tank Filter, Waterfall Filter, Mini Aquarium Filter For Fish Tank",9.00,11,3
1586759871,Royal Canin Kitten,25.00,12,3
18739737324,"BIC ABSORBENT Pet Training Pads Disposable Pee Pad Diaper for Dogs, Cats, Rabbits, Birds & Small Animals (S/M/L/XL)",4.80,13,3
14693478648,🇸🇬 Poop Bag / Dog Poop Bag / Poo Bag / Plastic Bag / Pet Dogs Waste Bag / Puppy Trash Bag,0.18,14,3
11025596118,[LOCAL STOCKS][ 3 Packs - $18.80] Dog Pee Pad Training Pads Disposable Cat Pet Diapers Cage Mat Supply Accessories,6.49,15,3
15062748585,Bronco Jerky Dog Treats 70g (Exp. May 2023),4.00,16,3
6057809415,{Bundle of 12/24}{Mixeable }Daily Delight Pure Cat Canned Food 80g cans $30,16.50,17,3
7190668379,"Dog Toys Dog Rope Toy ,Chew Toys for Puppy Medium Large Dogs with Ball Tough Teething Rope durable macarons color pet teeth bite training toy",1.30,18,3
20246116818,[Bundle Promo] Nurture Pro AG Silver Pet Wipes 100pcs,4.50,19,3
19726249964,"BIC CHARCOAL BUNDLE Pet Training Pads Disposable Pee Pad Diaper for Dogs, Cats, Rabbits, Birds & Small Animals",6.19,20,3
16930529350,[SG Seller] Cat Sprinkles Deodorizing Litter Beads 250ml/500ml,4.90,21,3
9955155150,Pet Bowl Ceramic Cat High-foot Bowl Snack Canned Plate Anti-cervical Spondylosis Food Bowl for Cat Dog Feeding Need,8.64,22,3
7426151203,🐶Singapore Kueh Squeaker Chew Toys for Pet Dogs,7.90,23,3
12417163430,🔥SG LOCAL STOCK🔥Dog Cat Puppy Pet🔥Plush Blanket🔥Mat🔥Warm Sleeping Soft🔥Bed🔥Blankets Supplies🔥,6.60,24,3
2737427668,Nurture Pro Cat & Kitten Nourish Life Indoor Alaskan Salmon Formula,26.89,25,3
18719034626,Kojima Pet Wet Wipes 80s Tissues Cats Dogs Anti-Bacterial Neutral PH,2.90,26,3
17676430907,【SG Local】PVC Anti Sofa Scratching Guard Furniture Protector Cover Self Adhesive Pet Cat/Dog one piece,0.99,27,3
10267525991,PETSPICK ÜBER Soft Paper Bedding for Small Animals Pet Bedding and Litter (Natural/White/Confetti),17.49,28,3
6459245198,Pet ceramic bowl Nordic cat bowl High-foot ceramic cat food bowl Anti-cervical spondylosis Anti-turnover cat food bowl,3.95,29,3
15556642867,"YEE Hamster Food, Wet Food, Nutrition Bar, Various Tastes, Easy To Absorb",1.90,30,3
15993051956,✅[SG] Pet Bed Comfy Soft Dog Bed Cat Bed Mattress/ Removable Washable Cover/ Soft Pet Bed For Small/Medium/Large Dogs,19.90,31,3
3285980158,"Dog and cat foot trimmer, electric cat shearing machine, USB charging razor",7.34,32,3
7262828804,[$3.00 OFF/Bundle Promo 1/2/4] Oxbow Pure Comfort Bedding,16.50,33,3
15346259599,(MIX & MATCH) The Grateful Pet Frozen Dog Food Cooked or Raw Frozen Dog Food 8 x 250g,4.75,34,3
20351776823,WHOLESALE: Aristo-Cats Premium Plus Japan Series,1.00,35,3
9933395493,[SG] Pet Dog Cat Protective Collar Neck Anti-Bite Soft Anti-Scratch Elizabeth surgery cloth sunflower cone E collar,4.90,36,3
6456573461,{🔥Bundle of 24} Ready Stocks🔥 Sheba Cat Canned Food 85g (11 Flavors)(Mixable),30.90,37,3
15946266353,"(MIX & MATCH) PetCubes Gently Cooked/Senior/Puppy Frozen Dog Food 7 x 320g  (Buy 28 trays, Get 1 Free Broth)",7.50,38,3
23219211498,"Kit Cat Deboned Canned Food Topper 80g - Kitten, Mousse, Tuna, Chicken Kitcat",1.00,39,3
8831187559,⭐ [Bundle of 2]FANCY FEAST DRY FOOD ⭐ Cat Food Dry Kibble Popular Small Pack Salmon Chicken Kitten,7.90,40,3
4062181315,🔥Ready Stocks🔥{Bundle Of 24} Sumo Cat Wet Food 80g x 24cans,19.50,41,3
7690917150,[Promo $38.90] Sava Essential Adult Cat Food 9kg,38.90,42,3
11505602473,[$70.20 for 6 packs] Absolute Bites Air Dried Dog & Cat Treats (Small Pack),12.90,43,3
7617693161,[Bundle Promo 5/12] Virbac CET Enzymatic Toothpaste for Dogs and Cats 70g,9.99,44,3
7260645824,🔥🔥Ready Stocks🔥🔥{Bundle of 24} [Mixable]Fancy Feast Inspiration Adult Cat Wet Pouch Food 70g x 24,29.80,45,3
6777306440,"Superfood Biscuits - 100% Natural Ingredients: Turmeric Beetroot Spirulina Coconut Sweet Potato (Dog Treat, Cat, Pet)",2.00,46,3
10133683045,[MIXABLE] Absorb Plus Anti Bacterial Pet Dog Wipes,4.90,47,3
18811768656,"🐷Air Dried Dehydrated Pig Ear Chews [Dog Treats] - Dental Chew/High-Value Reward, Healthy and Tasty, Preservatives-Free",7.90,48,3
4126862475,Wellness CORE Grain-Free Formula Dry Dog Food,37.60,49,3
2887258523,UV LED Flashlight Black Light UV Lights 9 LED Ultraviolet Blacklight Flashlights Pets Urine and Stains Detector on Cloth,4.90,50,3
10739486855,PET Cat Dog Protects Cervical Vertebravels High Feeding Bowl 1PC,4.80,51,3
6532114181,Pet Plush 3D Fish Shape Cat Toy Interactive Gifts Fish Catnip Toys Simulation Fish Toy Pet Plush Catmint Fish Toy,1.99,52,3
6982255198,⭐ WINDOW GATE MESH ⭐ Multi-purpose Cat Mesh Black White Plastic Net Window Mesh Net Plastic Mesh Balcony Planter Safety,1.80,53,3
9918800005,Friskies Party Mix Cat Treats Purina 567g,10.90,54,3
14729167280,Dog Leash Reflective Harness Soft Mesh Puppy Harness and Leash Set Cat Vest Harness for Small Medium Dogs Cats,5.96,55,3
1586759904,Royal Canin Feline Hair & Skin Care,24.00,56,3
4807381973,[Bundle of 3/6] Zeal Lactose-Free Pet Milk 255ml/380ml/1L,24.00,57,3
8866831168,"YEE UVA + UVB Turtle Basking Lamp, Turtle Light For Metabolism Boost & Mood Regulation | Turtle Lamp",6.40,58,3
5818768192,Kit Cat Classic Clump Litter 10L,25.80,59,3
