itemid,name,price,order-in-page,page-number
7934905756,Puer Tea/Chrysanthemum Tea/RoseBlack Tea/LongJing Tea/Oolong Tea/Japanese Tea/BrownRice Tea/BiLuoChun Tea/JuPu Tea,3.80,27,2
12597873061,Vitasoy Original Soy Drink 250ML - Case,11.90,28,2
5324646909,[Snow Treasures] Wild Caught Cod Fish Steak 1kg,60.00,29,2
8899724600,100 Pieces Extra Strong Instant Black Coffee Bean Candy Chewable Coffee Flavor Casual Snack,4.32,30,2
7185045598,Haidilao Self Heating Hot Pot 海底捞自煮火锅,6.80,31,2
8977728654,Sambal Nyet Berapi  Extra Spicy Sambal 330g HOT SELLING IN MALAYSIA by KHAIRULAMING asean.os,21.80,32,2
11359724260,🥤Simply Syrup Sugarfree Halal Vegan Coffee Syrups 250ml Hazelnut Salted Caramel Chocolate Vanilla Toasted Marshmallow,11.50,33,2
12740724297,Coco Republic Coconut Water - Bundle of 2 (48 bottles x 330ml) (Delivery within 3 working days),29.90,34,2
2913416160,Ice Mountain 600MLX24 (Halal),8.50,35,2
18724376718,FreezePak Crispy Chicken Nugget 1KG,7.80,36,2
4821531139,Kracie Poppin' Cookin' Edible DIY Candy Kit (Made In Japan),4.99,37,2
3018203708,WANG LAO JI Herbal Tea (Carton) - 王老吉凉茶 (箱),15.90,38,2
3567986857,Lowest Price Korean Kanu Coffee - Maxim Kanu latte 10T / 30T,6.69,39,2
9291291672,Malaysia Famous Homemade Dry Chili Pan Mee / Non-Spicy Dry Noodle Ban Mee | Teo Soon Food,2.35,40,2
17373199814,Bibigo Korean Style Self-heating Rice Pot - Creamy Curry/ Tomato Curry Chicken 245-250g,6.30,41,2
2932925769,卫龙魔芋爽 WEI-LONG Konjac Snack 20 x 18g,4.50,42,2
9938850084,Cowhead Uht Milk Pure 1L - Carton,23.70,43,2
15827431796,[Lottemart] Only Price - Coffee Americano Bulk Pack 2.1 L [Korean],7.73,44,2
10050479333,"Traditional Medicinals, Spearmint / Smooth Move / Mother's Milk, 16 Tea Bags",9.50,45,2
16769777754,Lao Gan Ma Chili in Oil 老干妈油辣椒,2.95,46,2
7306336260,Milo Activ-Go Gaosiewdai (13X33G) Sg,6.31,47,2
20866120942,Authentic Tea House Ayataka No Sugar Japanese Green Tea (24 x 300ml) Case,13.95,48,2
5537072999,MAGGI 5-minute Mashed Potato (4 flavours),2.44,49,2
21948053628,Yili SATINE Pure Milk (CTN) 伊利金典纯牛奶 (箱) 250ml x 12,13.30,50,2
2913273888,[Bundle of 24] 100 Plus Regular 325ML (Halal),16.50,51,2
18066108293,[Bundle of 4] STARBUCKS Premium Instant Mixes - Toffee Nut Latte Limited Edition,19.20,52,2
4079761472,「New Flavors」Zi Hai Guo Self Heating Rice Zihaiguo Instant Bento Portable Rice Snacks China Food自嗨锅自热小火锅煲仔饭自热米饭便当盖浇饭零食物,4.20,53,2
20972354068,(1Pack) Fruit Plus Candy Sweet Snack Tidibits Seaweed Jelly Snacks Marshmallow GoCHEEP,1.50,54,2
13158451379,"Meiji Hello Panda Biscuit Packet, Chocolate (Bundle 24 x 35g) (Halal)",13.45,55,2
2351901619,EVIAN NATURAL MINERAL WATER Assorted Sizes (New Stock) - FREE DELIVERY WITHIN 3 WORKING DAYS!,23.90,56,2
10212708189,"Gobstopper / Nerds / Warheads / Mike Ike / Runts / Tootsie /  Sour Patch / Sweetarts, Theater Box",4.00,57,2
8510592509,(18gx24Packs) Apollo Layer Cake Jelly Seaweed Biscuit Snacks Chips Snacks Tidbits Crackers Sweets Peanuts GoCHEEP,4.10,58,2
2913428626,Ice Mountain 1.5L x 12 (Halal),8.50,59,2
5076013512,Maxim KANU Latte Americano / ♥Lowest price♥ / Korean coffee Latte Double Shot Decaf Latte  Vanilla Tiramisu Mint choco iced coffee Instant Coffee #Maxim Kanu,3.23,0,3
4683695951,LIU LIU MEI 溜溜梅,1.70,1,3
14643674744,[Official Store] Martell Cognac France VSOP 1 Litre - Luscious Fruit Notes With Hints Of Wood And Soft Spices,129.00,2,3
2913308292,[Bundle of 24] 100 Plus Zero 325ML (Halal),16.50,3,3
9888422440,[🔥Bundle Deals🔥] Self-Heating Mala Hotpot | Delicious Instant Hotpot | Vegetable/Kelp/Potato/Noodle,3.50,4,3
8327563945,Xiang Piao Piao Classic Milk Tea 香飘飘经典系奶茶 80g,1.00,5,3
11062046747,OATLY Barista Edition Oat Milk 1L X 6 (TETRA) - FREE DELIVERY within 3 working days! (New Stock) Exp Nov 23,29.90,6,3
11845883898,Chang Soda Water Bottle 320Ml 24's,15.50,7,3
11066088648,[Bundle of 2] Nescafe Coffee / Nestle Milo Can Drink (24 x 240ml),37.40,8,3
7427853427,[GoCheep] (3/6packs) Twisties Tomato Chicken BBQ Cheese Event Snacks Chips Tidbits Crackers Jelly Seaweed Sweet GoCHEEP,2.19,9,3
2585619730,★ Black Sesame walnut Mulberry Black bean Powder Red Bean Barley Powder,3.92,10,3
10964999236,Nutella B-ready T6 [Italy],3.75,11,3
19959047666,"Orihiro Purunto Konjac Jelly Pouch 130g - Grape, peach, Muscat, Kyoho - Direct from Japan",0.80,12,3
4035291336,(3Boxes) Pocky Strawberry Biscuit Snacks Chips Snacks Tidbits Crackers Sweets Jelly Seaweed Candy Nuts GoCHEEP,3.99,13,3
8867428081,New stock - Gran Maestro Italiano - 20 Aluminium Nespresso Compatible Capsules,10.30,14,3
2712915690,Authentic Tea House Ayataka No Sugar Japanese Green Tea (12 x 300ml) - Case (Halal),5.65,15,3
13345894717,[Bundle of 3] MILO UHT Chocolate Malt Packet Drink (5+1 Case),40.34,16,3
6834823402,(1pack) Lays Ruffles Doritos Potato Chips Cracker Peanut Nuts Candies Biscuit Snacks Chips Snacks Jelly Sweets GoCHEEP,0.95,17,3
9584858173,🔥[Good Bundle Deal]🔥 Nims Crispy Choco Tub🌈🍫,6.50,18,3
9285544438,MARIGOLD ASIAN DRINKS LS LEMON BARLEY 250ML CASE (Halal),6.95,19,3
3152352151,Coca-Cola Classic 24 cans x 320ml,14.45,20,3
7384371812,NORTHEAST PEASANT MADAME Glutinous Sticky Corn 东北农嫂糯玉米 200g,1.40,21,3
2409872032,Im Bulgogi 300g - Beef / Chicken / Spicy Pork / Spicy Chicken / Grilled Beef / Spicy Gochujang Pork Belly 500g,5.65,22,3
14881723903,Cowhead UHT Milk Pure 3s 200ml - Carton,16.50,23,3
3460750917,"Himalayan Salt Candy / Ginger Lemon / Vajomba, 15g [Bundle 12 Packs]",7.49,24,3
6867494679,(1Packs5pcs) Choki Choki Chocolate Bar Milk Snacks Biscuits Candies Peanuts Chips Tidbits GoCHEEP,1.19,25,3
4454452745,【SG Ready Stock】Black Sesame Walnut Bean Rice Mulberry Powder 养生黑芝麻核桃黑豆米桑葚粉 600g,5.50,26,3
2040466377,MILO® UHT Chocolate Malt Packet Drink (5+1 Case),13.45,27,3
14941939838,[Greencartsg] Fresh Vegetables – Leafy and Salad Greens,1.15,28,3
10615948670,EVIAN Mineral Water 1.5L X 12 (BOTTLE) - FREE DELIVERY WITHIN 3 WORKING DAYS!,25.90,29,3
6453003369,"Naoki Matcha Barista Blend Organic Matcha Powder (Premium) - Authentic Matcha Green Tea Powder from Kagoshima, Japan",11.49,30,3
3112317200,[Bundle of 24] Marigold UHT Full Cream Milk 200ML (Halal),15.20,31,3
2982273921,[SG LOCAL SELLER] KEMBARA MEALS WITH FOOD WARMER EXCEPT All FRIED RICE [ READY STOCK ],7.50,32,3
6654356534,【SG Ready Stock】Fresh Stock 15pcs Enzyme Jelly Slimming Jelly 瘦身酵素果冻,8.81,33,3
21851760266,(1Pack) LOT 100 Sour+ Gummy Sweet Candy Candies Jelly Marshmallow Pudding GoCHEEP,2.50,34,3
5027942037,Nongshim Korean Spicy Mushroom Shin Ramyun - 5S Bag X 120G [Korean],4.45,35,3
6408897133,"Zestiva Taiwan Brown Sugar Ginger Tea, 4 in 1 , winter melon , Osmanthus , Goji Chry, 10 Cubes,400G",6.90,36,3
8773017977,Uncle Pop Egg Yolk Pancake Biscuits 米老头蛋黄煎饼 饼干 150g,2.50,37,3
11565453313,[Bundle of 2] Dasani Drinking Water (600ml / 1.5L),14.40,38,3
4334802043,Milo Gao Kosong 750G,8.42,39,3
7134556943,9S Seafood Fresh Salmon (Norwegian) 三文鱼 (Fillet / Head/ Steak / Belly / Sliced / Bones),11.50,40,3
6510267027,Master Grocer’s Australia Minced Beef IQF 500g - Frozen,6.50,41,3
19663782942,"巧克力燕麦酥 Chocolate oatmeal crispy, milk flavored",9.50,42,3
6823338953,Nissin Cup Noodles Laksa 75g [Japanese],1.48,43,3
3534658019,9S Seafood Fresh & Wild Caught Tiger Prawn 虎蝦,12.50,44,3
18358585177,"Thai Instant Boat Noodle ""LERROS"" (Flat Rice Noodle / Bee Hoon / Japanese Noodle / Glass Noodle)",2.59,45,3
7740412754,Shiitake Mushroom Crisps 30g - DJ&A - Australian Natural Healthy Snacks - Ready to Eat,3.90,46,3
9953348554,Oreo Sandwich Cookie Tray 12x28.5g,2.90,47,3
1963906244,QQMart Fresh Chicken (Not Frozen) - Direct from Local Singapore Slaughterhouse,4.75,48,3
7162859749,HBAF / Honey Butter Almond 190g / Wasabi / Laver / Caramel pretzel / Hot Spicy / Starlight / Tteokbokki  / Baked Corn / Black Sugar MilkTea / Cookie And Cream / Toffeenut Latte,6.90,49,3
11576923250,[Obba] Obba Jjamppong 2pax 오빠 짬뽕 1300g,13.90,50,3
4214620757,Rice Field 100% Pure Rice Bran Cooking Oil 5L - Tong Seng (Halal),22.50,51,3
7232727102,Salmon Sashimi Presliced (400g/pkt),24.90,52,3
7353085674,[SALE] Gourmet Recipe Sauce - Army Stew / Soybean Paste Soup / Tofu Soup (140g)/ Beef Stew Sauce (120g) [Korean],1.33,53,3
20068894098,Instant Porridge - Most Delicious Cup Porridge I Ever Tasted 炖炖好冲泡即食粥,1.88,54,3
3944190935,SongHe Shokaku Premium Sushi Rice 4.5Kg - Tong Seng (Halal),11.50,55,3
12033934531,Orihiro Purudo Konjac Jelly - Fruity Jelly/ Real Juice Jellies/ Grape/ Peach/ Muscat/ Mango,2.90,56,3
14449666118,SALE [BONJUK] Convenient Porridge  Healthy Breakfast 6 Flavours Pouch type 300g,5.04,57,3
7230643771,Imported Cut Fermented Kimchi 1kg Hanguk Kitchen Korean Food Mart,11.95,58,3
2066968163,NESCAFE® 3in1 Original Instant Coffee (32x19g),5.59,59,3
